student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S1006,21,Female,5.83,3.1,1.67,Yes,89.9,7.78,Good,5,Master,Poor,6,No,98.05
S1313,20,Female,5.16,2.7,0.77,No,87.38,7.32,Good,3,High School,Good,9,No,97.33
S1816,24,Female,6.2,3.2,1.14,No,88.21,6.28,Fair,5,High School,Average,5,No,98.32
S1102,22,Male,6.02,3.99,2.43,No,100.0,7.74,Fair,4,None,Average,10,No,98.51
S1820,19,Male,5.3,1.48,2.23,No,88.24,6.06,Fair,5,Master,Poor,13,No,95.9
S1192,23,Female,5.33,4.32,2.96,No,90.58,7.14,Poor,4,Master,Good,9,No,100.0
S1752,20,Male,7.84,0.0,1.13,Yes,100.0,8.32,Good,6,High School,Good,2,Yes,98.13
S1573,22,Male,6.26,3.31,1.28,No,68.21,5.99,Fair,5,Bachelor,Good,5,No,96.53
S1528,21,Male,8.3,3.7,0.0,No,96.61,7.31,Fair,1,High School,Average,4,Yes,99.92
S1170,19,Male,5.3,5.19,1.62,No,94.73,6.77,Fair,5,Bachelor,Good,9,No,97.09
S1536,18,Male,6.81,1.8,2.84,No,89.95,7.51,Good,7,Bachelor,Good,4,Yes,100.0
S1250,20,Male,6.63,1.62,2.57,Yes,88.4,7.3,Good,5,High School,Average,9,No,100.0
S1764,19,Male,6.27,3.78,2.51,No,78.88,8.17,Fair,5,Master,Poor,6,No,95.73
S1386,20,Female,4.77,3.9,1.73,No,79.6,8.32,Good,5,High School,Poor,5,No,97.02
S1206,22,Male,5.26,2.85,0.0,No,73.67,5.03,Poor,4,Bachelor,Average,4,Yes,97.88
S1540,19,Female,6.36,1.02,0.03,No,88.43,6.79,Good,3,Bachelor,Average,5,Yes,98.37
S1628,21,Male,5.93,2.51,1.31,No,91.75,6.47,Fair,3,Master,Good,5,Yes,97.15
S1415,21,Male,3.72,2.24,0.2,Yes,83.98,3.2,Fair,2,None,Average,11,Yes,96.58
S1793,22,Female,5.7,2.23,1.93,No,97.43,6.59,Fair,5,Master,Good,8,No,99.02
S1379,18,Male,6.79,0.77,1.63,No,85.3,6.97,Good,3,High School,Average,7,No,98.43
S1143,23,Male,5.98,3.1,0.57,No,89.71,7.08,Fair,4,None,Good,7,No,96.48
S1024,22,Female,4.75,1.06,0.67,Yes,81.32,5.83,Fair,4,Bachelor,Average,10,No,98.24
S1821,19,Male,5.52,3.56,0.23,No,88.75,7.32,Good,6,Master,Poor,7,No,97.6
S1667,21,Female,6.18,2.71,1.24,No,78.8,7.62,Fair,3,High School,Average,8,Yes,100.0
S1072,17,Male,5.08,1.7,1.79,No,94.59,7.11,Fair,4,High School,Average,8,Yes,99.56
S1631,19,Female,5.58,1.83,1.83,No,84.51,7.18,Fair,5,Master,Good,11,No,100.0
S1823,21,Male,4.32,2.06,2.41,No,91.18,6.87,Fair,5,High School,Good,12,No,98.01
S1832,20,Male,6.54,2.51,4.91,Yes,68.47,5.1,Fair,6,High School,Average,7,Yes,97.91
S1092,18,Male,5.44,2.36,0.8,Yes,84.52,7.61,Poor,4,High School,Good,8,No,98.93
S1504,21,Female,8.3,2.36,3.73,No,83.03,5.03,Fair,4,Bachelor,Good,3,No,99.31
S1597,22,Male,5.29,0.11,0.44,No,80.78,6.77,Fair,3,Bachelor,Poor,5,No,100.0
S1335,25,Male,4.14,2.42,0.0,No,91.18,7.16,Poor,4,High School,Average,11,Yes,99.13
S1424,19,Male,5.63,2.77,3.07,Yes,83.24,6.98,Fair,5,Bachelor,Poor,7,No,96.82
S1498,20,Female,6.5,1.06,0.0,No,88.89,8.16,Good,4,High School,Average,6,No,99.38
S1363,25,Male,5.47,1.41,2.0,No,97.45,6.07,Fair,4,Master,Poor,8,No,99.22
S1946,20,Female,6.46,2.44,0.0,No,91.94,6.82,Fair,5,Bachelor,Good,4,Yes,97.1
S1629,23,Male,5.62,3.27,1.85,Yes,78.63,3.92,Fair,4,High School,Good,10,No,96.94
S1744,21,Female,6.77,2.15,2.06,No,100.0,7.71,Poor,4,High School,Good,11,Yes,100.0
S1198,21,Male,6.71,2.56,1.78,Yes,91.88,7.17,Good,5,High School,Good,8,Yes,99.28
S1717,20,Female,4.27,2.07,1.28,Yes,99.41,7.87,Good,6,Master,Average,13,Yes,98.73
S1412,15,Female,6.0,0.95,2.46,No,88.62,7.73,Good,7,High School,Average,9,No,99.87
S1338,20,Female,6.17,2.37,0.0,Yes,87.26,4.69,Good,8,Bachelor,Average,6,Yes,98.38
S1658,22,Female,6.44,3.38,2.95,Yes,91.51,6.72,Good,4,Master,Good,5,No,97.45
S1961,25,Female,5.25,0.22,1.17,No,93.66,7.39,Good,2,Master,Good,7,No,100.0
S1936,21,Male,5.41,1.32,0.38,No,76.4,5.04,Good,3,Bachelor,Average,7,Yes,97.6
S1428,17,Female,7.3,2.81,2.12,No,82.21,5.75,Good,5,High School,Average,4,No,99.9
S1782,22,Female,5.23,2.76,2.12,Yes,80.77,7.14,Fair,2,None,Good,3,No,96.36
S1898,20,Female,5.62,1.91,1.15,No,93.57,7.48,Fair,6,Master,Average,7,No,99.68
S1138,13,Male,6.2,0.91,1.97,No,75.94,6.99,Fair,7,Master,Average,5,No,100.0
S1692,20,Male,4.85,2.99,0.89,No,86.02,6.3,Good,3,High School,Average,9,Yes,97.35
S1941,18,Male,7.4,2.48,2.38,No,93.49,7.84,Fair,7,High School,Good,8,No,100.0
S1541,23,Female,6.08,0.0,0.64,Yes,94.17,8.02,Good,2,High School,Good,5,No,100.0
S1056,24,Male,5.62,3.24,2.97,No,100.0,7.09,Good,4,Bachelor,Average,9,No,99.75
S1231,21,Female,4.4,1.63,0.39,No,83.69,7.01,Good,0,Bachelor,Good,8,No,97.9
S1657,16,Female,4.88,3.06,0.0,No,84.42,7.35,Fair,5,Bachelor,Average,8,Yes,97.57
S1434,19,Male,5.56,1.39,2.59,No,75.86,5.56,Fair,6,High School,Good,6,No,96.86
S1383,21,Male,5.24,0.4,0.0,No,88.72,6.45,Good,5,High School,Poor,6,Yes,98.43
S1559,21,Female,5.46,2.7,2.03,No,91.52,7.87,Fair,3,High School,Good,8,No,99.39
S1193,21,Male,5.55,2.4,0.0,No,90.55,8.22,Good,3,Master,Good,7,No,98.1
S1735,21,Male,5.92,2.49,4.51,Yes,90.25,8.56,Fair,8,High School,Good,7,No,99.32
S1647,23,Female,5.41,1.04,0.45,No,89.1,7.75,Poor,1,None,Average,6,No,97.02
S1533,20,Male,6.98,2.51,2.75,No,76.39,6.53,Fair,6,High School,Good,5,No,98.48
S1517,20,Female,5.55,0.25,2.29,No,83.55,7.63,Fair,6,Bachelor,Good,7,No,98.51
S1715,23,Male,7.22,4.02,3.47,No,76.75,6.38,Good,3,Master,Good,5,No,97.93
S1750,18,Female,4.37,1.31,1.5,No,100.0,6.01,Poor,5,Bachelor,Poor,9,No,100.0
S1184,20,Female,5.3,2.06,0.25,No,71.6,6.96,Fair,4,Master,Poor,5,No,100.0
S1871,25,Male,5.78,3.02,1.87,Yes,97.29,8.21,Poor,4,Master,Good,7,Yes,98.57
S1291,22,Female,6.15,1.52,0.2,No,78.64,8.14,Poor,7,Bachelor,Average,5,No,100.0
S1334,21,Female,5.28,3.5,1.9,No,82.45,5.65,Fair,3,None,Average,8,No,94.94
S1731,23,Male,5.41,3.07,0.18,No,93.65,7.47,Good,5,Master,Poor,9,No,99.81
S1115,18,Female,6.34,1.58,2.1,No,79.12,8.77,Poor,5,None,Good,7,No,100.0
S1824,24,Other,6.09,2.31,0.54,No,75.44,6.2,Poor,4,None,Average,5,No,99.02
S1048,21,Female,4.82,2.94,0.88,No,85.43,6.86,Fair,1,Bachelor,Good,9,No,95.42
S1684,20,Male,5.4,2.14,2.7,No,75.64,8.28,Fair,4,Bachelor,Good,4,Yes,99.2
S1081,18,Other,5.0,0.0,0.13,No,72.31,4.59,Good,6,High School,Poor,9,No,99.38
S1833,22,Other,6.58,2.16,0.7,No,99.81,6.07,Poor,2,Bachelor,Good,5,No,99.25
S1332,22,Male,5.8,2.2,1.22,No,75.27,4.28,Fair,4,High School,Poor,6,No,97.14
S1556,23,Female,5.32,2.67,0.0,No,98.56,7.26,Fair,2,Bachelor,Poor,6,No,98.57
S1334,21,Female,6.37,1.84,2.04,No,78.99,7.93,Fair,5,None,Average,6,No,98.7
S1531,20,Female,5.4,3.36,0.73,No,91.68,8.38,Good,2,None,Good,9,Yes,100.0
S1959,22,Female,5.42,2.29,0.11,No,75.6,7.34,Fair,2,Master,Good,6,No,97.58
S1220,20,Female,6.2,1.39,0.34,No,94.56,7.81,Fair,2,High School,Average,4,No,97.98
S1634,19,Female,5.31,1.66,0.0,No,82.52,6.94,Poor,3,High School,Average,10,No,100.0
S1745,20,Female,7.42,4.31,2.94,No,72.03,7.72,Good,7,Master,Average,2,No,99.85
S1732,21,Male,7.64,2.83,2.39,No,89.73,6.33,Poor,4,Master,Average,7,No,98.69
S1322,21,Male,6.18,2.03,1.03,No,100.0,6.88,Good,6,Bachelor,Good,4,No,97.96
S1850,23,Female,5.66,2.53,0.0,No,89.04,6.19,Good,5,High School,Average,4,Yes,99.79
S1002,24,Male,4.57,3.1,2.54,No,93.64,7.56,Poor,5,High School,Poor,11,No,99.44
S1693,18,Female,6.29,2.18,0.18,No,95.39,7.66,Fair,7,High School,Average,9,No,100.0
S1205,21,Other,4.69,1.46,0.9,No,77.92,6.3,Fair,4,High School,Good,9,No,99.39
S1831,22,Female,5.2,4.26,0.71,No,64.13,6.02,Poor,4,High School,Average,11,Yes,99.14
S1039,17,Male,5.62,2.63,1.67,No,72.83,4.42,Good,4,High School,Average,12,No,97.13
S1058,23,Female,5.35,3.04,1.69,No,96.1,4.6,Poor,5,Master,Average,9,Yes,94.53
S1950,20,Female,5.49,0.19,0.0,No,85.63,5.16,Fair,5,High School,Average,7,No,97.27
S1573,26,Male,3.21,1.49,0.55,No,87.31,7.64,Fair,6,Bachelor,Good,7,No,95.97
S1643,21,Female,5.37,3.01,3.32,No,97.39,6.87,Fair,6,High School,Good,9,No,98.57
S1506,25,Female,5.97,1.83,1.08,No,90.54,8.14,Good,3,Master,Good,5,No,98.68
S1571,20,Male,6.31,1.8,1.01,No,80.33,6.65,Fair,5,Master,Good,7,Yes,97.96
S1883,24,Male,8.3,4.35,2.06,No,90.32,5.01,Good,4,High School,Average,5,No,99.02
S1842,20,Female,3.81,3.57,1.01,No,88.45,6.62,Fair,5,Bachelor,Average,8,No,96.51
S1121,19,Male,5.04,0.0,0.96,No,100.0,7.2,Poor,4,High School,Good,9,No,98.75
S1478,19,Female,7.11,1.18,2.07,No,81.15,8.08,Good,5,High School,Good,8,Yes,100.0
S1618,18,Male,6.27,2.79,0.86,No,66.34,6.48,Good,5,Bachelor,Average,3,Yes,99.92
S1095,19,Male,6.6,1.27,1.05,No,83.69,6.06,Good,5,High School,Good,8,No,100.0
S1858,19,Male,6.13,2.26,1.74,Yes,82.64,6.52,Fair,7,High School,Good,7,Yes,98.71
S1413,23,Male,6.32,3.64,2.13,Yes,88.65,5.26,Poor,4,High School,Average,8,No,99.06
S1234,21,Male,6.17,2.5,2.06,No,87.89,5.46,Poor,5,High School,Good,7,No,97.15
S1897,19,Male,6.8,5.03,3.11,No,79.27,6.73,Good,5,High School,Good,5,Yes,95.62
S1061,22,Male,6.47,3.02,0.99,No,78.76,6.81,Fair,3,Bachelor,Good,4,No,96.94
S1255,23,Female,4.81,1.31,1.69,No,91.28,6.51,Good,6,High School,Average,8,No,98.58
S1560,19,Female,7.39,3.01,1.98,Yes,95.27,7.46,Fair,6,High School,Good,5,No,100.0
S1904,22,Female,5.58,2.88,1.47,Yes,100.0,6.04,Poor,-1,High School,Poor,12,Yes,97.53
S1347,20,Other,6.87,0.16,1.67,No,81.37,5.01,Fair,4,Master,Average,6,No,99.85
S1670,21,Female,7.09,2.55,1.61,No,68.46,7.11,Good,6,Master,Good,4,Yes,99.78
S1123,22,Female,6.22,1.23,0.0,No,95.95,6.28,Good,5,Bachelor,Average,5,No,98.46
S1481,22,Female,5.4,0.16,0.0,No,84.85,5.77,Good,4,Master,Poor,6,No,100.0
S1316,21,Female,6.46,1.32,1.44,Yes,80.32,6.54,Good,5,High School,Poor,6,No,100.0
S1503,20,Female,5.2,1.89,3.16,Yes,89.9,6.99,Fair,4,High School,Average,9,No,96.77
S1718,19,Female,5.78,0.99,2.62,No,95.35,8.12,Poor,5,Bachelor,Good,7,No,97.95
S1047,20,Female,6.07,0.81,2.83,No,84.83,6.34,Good,6,None,Good,8,Yes,97.63
S1408,19,Male,4.59,0.84,0.54,No,77.9,6.75,Poor,4,Bachelor,Good,9,No,97.87
S1931,22,Female,7.43,4.2,0.06,Yes,81.62,6.31,Poor,4,Bachelor,Average,5,Yes,96.95
S1135,17,Male,6.15,2.62,2.37,No,85.73,8.45,Fair,6,Bachelor,Good,5,No,99.61
S1200,22,Female,5.02,1.86,0.0,No,90.89,7.33,Fair,6,Bachelor,Good,7,No,99.28
S1249,23,Female,5.45,0.31,0.0,No,83.99,6.47,Good,4,High School,Good,5,Yes,96.65
S1313,19,Female,6.76,3.49,0.87,No,74.36,7.3,Good,5,High School,Good,5,No,100.0
S1868,20,Male,4.86,0.64,0.76,No,83.98,7.54,Fair,4,Master,Good,11,No,99.44
S1367,16,Male,7.4,1.93,0.57,No,85.82,5.85,Poor,6,Bachelor,Good,6,No,100.0
S1428,21,Female,6.79,1.34,0.0,No,78.24,7.73,Good,6,High School,Average,-1,No,98.31
S1829,18,Female,5.73,1.81,0.13,No,81.44,5.14,Poor,4,None,Good,7,Yes,98.8
S1806,20,Female,5.15,3.36,3.14,No,87.66,5.75,Good,2,Bachelor,Good,10,Yes,97.2
S1479,22,Female,3.76,2.62,0.0,No,83.99,6.31,Good,7,Bachelor,Good,9,No,98.35
S1313,19,Female,7.64,3.14,2.69,No,89.3,10.0,Good,4,High School,Good,3,No,99.39
S1499,21,Male,5.92,2.7,2.62,Yes,87.17,4.84,Poor,4,Bachelor,Poor,10,No,99.62
S1720,21,Female,7.05,5.01,3.31,Yes,77.43,7.74,Good,4,Bachelor,Average,5,No,98.45
S1354,22,Male,4.77,0.74,1.06,No,84.98,7.51,Good,4,High School,Good,5,No,97.71
S1484,21,Female,6.06,0.38,1.0,No,87.6,6.31,Fair,7,Bachelor,Good,8,Yes,100.0
S1210,22,Female,5.73,1.03,0.63,Yes,77.67,5.85,Poor,4,Master,Good,6,No,98.98
S1703,21,Male,6.29,2.77,1.16,Yes,79.29,4.76,Poor,5,Bachelor,Good,8,No,100.0
S1043,25,Female,5.47,3.65,1.73,No,79.05,6.68,Poor,2,Bachelor,Good,9,No,98.41
S1540,24,Female,5.54,2.17,0.0,No,88.72,7.66,Good,4,Bachelor,Average,7,Yes,100.0
S1570,23,Male,6.14,2.07,2.24,No,94.64,5.08,Good,3,Master,Good,6,Yes,97.8
S1582,21,Male,5.78,1.88,2.57,No,78.05,6.22,Fair,7,High School,Good,7,No,100.0
S1091,19,Female,6.7,4.08,3.76,No,73.7,5.03,Fair,6,High School,Average,6,No,95.46
S1264,22,Male,7.11,2.23,2.64,No,85.15,4.81,Good,3,Master,Poor,7,No,97.28
S1894,18,Male,5.53,3.05,1.04,Yes,71.59,7.14,Good,5,Bachelor,Good,7,Yes,100.0
S1219,21,Female,5.38,3.39,0.34,No,80.57,5.68,Fair,4,Master,Good,9,No,96.53
S1901,19,Male,7.05,3.19,3.01,No,94.2,7.83,Fair,4,High School,Good,7,Yes,99.7
S1924,22,Other,3.76,3.33,0.0,Yes,77.41,7.0,Poor,7,Bachelor,Average,9,Yes,97.48
S1441,20,Female,5.14,2.79,0.59,No,91.06,6.73,Fair,5,Bachelor,Average,7,No,97.27
S1400,18,Male,4.95,2.84,0.0,No,78.04,6.47,Fair,6,Bachelor,Good,9,No,100.0
S1399,18,Male,5.64,1.95,3.01,No,67.23,5.49,Poor,6,Bachelor,Good,6,Yes,94.65
S1726,20,Male,5.92,2.02,0.04,Yes,79.04,6.31,Fair,4,Bachelor,Poor,6,Yes,100.0
S1990,19,Male,5.33,0.47,3.77,No,78.77,4.91,Good,2,Master,Good,8,No,94.25
S1898,22,Female,5.72,4.18,2.31,No,80.92,7.35,Fair,3,Master,Average,6,No,98.67
S1788,21,Male,5.41,2.78,1.52,No,86.26,9.21,Fair,2,Master,Poor,8,No,99.56
S1575,20,Male,4.45,0.79,0.92,No,81.35,6.16,Fair,3,Master,Good,10,Yes,99.27
S1857,21,Male,4.97,2.41,1.73,Yes,92.98,5.48,Poor,3,Master,Poor,6,Yes,97.26
S1803,20,Female,5.58,2.58,2.02,No,98.81,8.24,Good,6,Bachelor,Good,5,Yes,96.14
S1489,18,Female,5.53,1.05,0.0,No,88.48,7.58,Good,2,High School,Good,5,Yes,96.26
S1484,20,Female,6.4,1.95,0.32,No,89.53,6.72,Fair,4,Bachelor,Good,5,Yes,99.17
S1756,21,Male,7.22,1.95,1.54,No,93.88,6.71,Good,6,Bachelor,Good,6,No,100.0
S1469,20,Male,7.96,4.53,3.04,No,100.0,7.31,Fair,3,Bachelor,Good,9,Yes,100.0
S1573,19,Male,5.54,3.61,2.17,No,78.84,6.07,Fair,4,Bachelor,Good,9,No,95.36
S1937,23,Female,6.08,2.36,1.95,No,78.85,8.24,Good,4,Bachelor,Good,5,No,98.61
S1843,24,Female,5.43,3.08,3.86,Yes,88.75,5.49,Fair,5,Master,Poor,9,No,95.73
S1681,22,Male,5.66,1.98,0.65,No,81.6,5.62,Poor,4,None,Average,6,No,96.32
S1444,24,Male,6.14,2.58,2.76,No,74.33,4.43,Poor,4,Master,Average,9,Yes,96.9
S1268,25,Male,4.81,1.7,0.09,No,83.62,6.11,Fair,2,Bachelor,Poor,7,No,95.7
S1266,22,Female,5.38,1.84,3.01,No,91.21,5.88,Fair,0,Master,Average,9,Yes,97.5
S1053,26,Female,6.39,3.54,0.94,No,77.96,6.36,Good,1,Bachelor,Good,5,Yes,95.18
S1527,20,Female,7.67,2.77,2.42,No,87.45,8.41,Good,4,Bachelor,Good,8,No,100.0
S1519,17,Male,6.12,1.71,0.15,Yes,76.81,8.14,Good,3,Bachelor,Average,6,No,100.0
S1615,23,Female,7.63,3.44,1.38,No,73.32,5.3,Fair,1,Bachelor,Average,10,No,99.14
S1058,20,Female,7.57,3.71,2.99,No,75.98,4.51,Poor,5,Master,Average,8,Yes,98.39
S1824,17,Other,5.83,4.04,0.94,No,87.56,6.28,Poor,4,None,Average,10,No,99.62
S1039,22,Male,6.21,1.76,0.53,No,97.2,7.18,Good,1,High School,Average,10,No,98.7
S1236,17,Male,6.32,4.4,2.89,No,84.42,6.03,Good,5,High School,Good,8,No,96.68
S1954,20,Male,6.21,4.02,0.24,No,73.87,5.84,Good,1,Master,Good,8,Yes,98.46
S1385,23,Male,6.66,3.92,2.44,No,71.28,5.72,Poor,5,Bachelor,Poor,4,No,97.98
S1605,20,Male,5.99,2.01,0.97,No,81.05,6.99,Good,5,Bachelor,Good,5,No,98.53
S1733,23,Male,6.77,3.05,2.71,No,92.49,6.45,Fair,3,Bachelor,Good,8,No,100.0
S1715,21,Male,6.11,1.13,0.58,No,85.53,5.79,Good,2,Master,Good,1,No,97.6
S1649,22,Female,4.88,1.02,0.77,No,62.06,7.18,Fair,4,Bachelor,Average,8,No,98.92
S1299,20,Female,4.15,3.47,1.1,No,74.72,6.64,Fair,4,Bachelor,Average,12,No,99.3
S1394,14,Female,5.92,3.58,1.42,No,78.95,8.11,Good,4,Bachelor,Good,6,No,97.63
S1206,22,Male,4.49,3.93,0.73,No,73.05,7.52,Poor,6,Bachelor,Average,5,Yes,94.7
S1335,27,Male,6.44,2.36,0.57,No,78.3,6.96,Poor,1,High School,Average,8,Yes,100.0
S1592,21,Female,6.97,1.62,1.47,Yes,86.35,6.04,Fair,5,Master,Average,5,No,98.72
S1729,24,Male,6.11,2.83,2.17,No,93.98,5.44,Fair,5,High School,Good,13,No,100.0
S1513,20,Male,6.8,2.88,2.54,Yes,69.05,5.38,Good,4,High School,Good,8,No,100.0
S1177,21,Male,4.7,2.35,2.82,No,100.0,7.36,Fair,4,Master,Average,10,Yes,99.34
S1395,23,Male,7.12,1.83,0.47,No,98.71,5.89,Fair,5,High School,Good,6,No,97.42
S1370,18,Male,6.47,1.96,2.09,Yes,84.27,6.88,Fair,2,High School,Average,8,Yes,98.55
S1857,24,Male,7.68,2.41,0.92,Yes,94.27,6.62,Poor,3,Master,Poor,6,Yes,100.0
S1790,23,Male,4.95,1.07,1.76,No,81.28,6.32,Fair,5,Master,Good,7,No,100.0
S1657,22,Female,7.03,4.47,3.43,No,96.67,7.59,Fair,5,Bachelor,Average,6,Yes,96.1
S1317,20,Male,5.85,1.25,1.11,No,89.77,6.56,Good,5,High School,Average,10,Yes,98.03
S1735,21,Male,6.84,2.91,1.83,Yes,77.35,7.01,Fair,6,High School,Good,6,No,100.0
S1368,20,Female,4.69,0.32,0.0,Yes,94.08,6.54,Fair,4,Bachelor,Good,6,No,99.24
S1383,19,Male,5.69,2.46,1.19,No,68.76,7.07,Good,3,High School,Poor,6,Yes,96.82
S1061,18,Male,6.89,0.0,0.08,No,80.07,5.77,Fair,3,Bachelor,Good,4,No,99.29
S1805,21,Female,5.09,3.38,2.65,No,89.86,6.26,Fair,3,Bachelor,Average,10,Yes,95.66
S1504,21,Female,7.85,0.63,2.07,No,82.15,7.09,Fair,3,Bachelor,Good,3,No,100.0
S1238,21,Male,7.06,4.97,1.45,No,83.21,5.97,Fair,6,Bachelor,Poor,7,Yes,100.0
S1194,21,Male,3.77,2.35,1.17,No,95.24,6.96,Good,5,High School,Good,8,No,98.92
S1677,22,Male,7.25,3.86,1.17,No,99.47,7.95,Good,4,None,Good,7,No,98.11
S1962,21,Male,5.54,5.19,2.2,Yes,80.53,7.32,Good,5,Master,Average,5,No,98.68
S1221,23,Male,5.61,1.98,1.38,No,79.75,7.32,Poor,3,High School,Good,9,Yes,99.34
S1060,22,Female,5.19,2.59,1.65,Yes,90.1,7.91,Fair,6,High School,Average,9,No,100.0
S1128,19,Male,6.22,1.34,1.25,No,69.48,7.19,Good,3,High School,Good,6,No,100.0
S1989,21,Male,6.5,3.38,2.1,Yes,96.76,7.74,Fair,2,High School,Average,10,No,99.71
S1684,22,Male,5.49,2.82,1.51,No,98.12,7.45,Fair,6,Bachelor,Good,7,Yes,98.32
S1991,24,Male,6.87,2.92,1.22,No,77.98,3.69,Good,7,High School,Good,8,No,100.0
S1155,15,Male,7.86,1.96,0.75,No,74.84,7.48,Fair,2,High School,Good,3,No,99.01
S1916,21,Male,4.26,2.17,0.0,No,88.59,6.38,Good,2,High School,Good,10,No,96.84
S1377,20,Female,5.69,1.95,0.16,No,95.0,5.74,Good,4,High School,Poor,11,Yes,100.0
S1621,21,Female,5.58,1.79,2.62,No,97.97,6.98,Good,6,Master,Good,10,No,96.93
S1780,22,Female,6.88,2.5,0.89,No,89.78,7.74,Poor,0,High School,Average,10,Yes,100.0
S1922,17,Male,6.2,1.18,2.04,No,79.09,6.89,Poor,5,Master,Average,4,Yes,97.86
S1867,20,Female,6.86,4.57,2.16,No,83.27,7.6,Poor,8,Bachelor,Good,1,No,96.32
S1902,23,Male,7.01,0.01,1.66,No,89.16,7.42,Fair,2,Master,Good,4,No,99.5
S1789,24,Male,5.58,2.72,1.79,No,89.13,6.98,Fair,5,Bachelor,Good,6,No,100.0
S1585,26,Male,4.57,1.27,0.0,No,96.28,7.25,Good,4,High School,Good,12,No,100.0
S1998,23,Male,6.31,4.48,3.1,Yes,94.08,6.28,Fair,1,Bachelor,Average,9,No,98.75
S1436,16,Male,5.79,4.09,1.96,No,79.9,7.29,Good,6,High School,Good,4,Yes,100.0
S1974,24,Male,6.44,2.33,2.65,No,100.0,6.88,Fair,4,Bachelor,Poor,9,No,99.64
S1206,22,Male,6.03,2.8,1.26,No,73.43,5.67,Poor,5,Bachelor,Average,7,Yes,99.96
S1387,21,Male,6.71,2.61,0.3,No,100.0,7.77,Good,5,Bachelor,Poor,7,Yes,100.0
S1479,20,Female,8.23,2.67,2.25,No,97.44,6.82,Good,4,Bachelor,Good,5,No,99.71
S1790,19,Male,5.41,1.57,1.86,No,87.45,5.9,Fair,4,Master,Good,4,No,97.49
S1886,18,Female,5.47,1.88,0.0,No,90.67,6.66,Fair,7,High School,Good,4,Yes,98.91
S1837,23,Female,5.11,2.24,1.67,No,84.1,5.69,Poor,3,High School,Poor,9,No,98.78
S1983,22,Male,5.28,0.0,0.75,No,87.7,6.61,Poor,5,Master,Average,6,No,100.0
S1339,21,Female,5.64,4.38,2.64,No,93.79,6.56,Fair,6,Master,Good,8,Yes,97.3
S1868,22,Male,6.52,0.0,1.0,No,81.25,6.13,Fair,2,Master,Good,6,No,99.99
S1339,18,Female,7.48,1.56,0.36,No,80.52,5.71,Fair,5,Master,Good,2,Yes,97.99
S1203,21,Male,5.62,0.16,0.38,No,80.96,4.72,Fair,6,Master,Poor,9,No,99.46
S1160,24,Male,5.24,1.68,1.29,No,78.19,6.71,Fair,4,Master,Average,5,No,98.13
S1539,19,Male,6.17,3.77,0.83,No,86.96,7.64,Good,4,None,Good,4,Yes,97.68
S1391,23,Female,6.6,2.52,2.98,Yes,98.45,5.84,Good,6,None,Average,9,No,97.13
S1768,20,Female,4.81,0.86,1.31,No,85.72,7.08,Fair,5,High School,Poor,4,No,98.79
S1676,21,Female,5.45,1.84,0.99,No,89.67,6.78,Good,6,Bachelor,Good,5,No,97.7
S1574,21,Other,6.27,1.99,0.13,No,81.12,5.77,Poor,2,Bachelor,Average,8,No,98.91
S1533,18,Male,6.25,2.03,1.76,No,87.84,5.82,Fair,6,High School,Good,9,No,100.0
S1069,24,Male,5.02,2.62,2.05,No,94.84,7.44,Poor,5,Master,Average,9,No,98.26
S1892,17,Male,5.73,2.97,2.44,No,75.43,5.77,Fair,2,High School,Good,8,No,96.61
S1404,22,Male,3.44,0.0,0.88,Yes,83.84,7.16,Good,4,Bachelor,Average,13,Yes,100.0
S1607,23,Female,3.01,1.52,0.55,No,85.07,7.68,Poor,1,Bachelor,Average,10,Yes,96.32
S1674,19,Female,5.35,3.57,1.1,No,97.11,6.53,Poor,5,High School,Poor,9,No,97.02
S1590,20,Female,6.37,4.29,2.18,No,82.69,6.52,Poor,0,Bachelor,Average,8,No,96.77
S1516,22,Male,4.45,1.22,0.47,No,93.23,7.39,Good,4,Bachelor,Poor,5,Yes,97.01
S1827,22,Female,7.75,4.2,1.44,No,78.33,4.95,Good,5,Bachelor,Average,7,No,99.66
S1119,19,Female,5.53,1.13,2.72,Yes,81.62,6.52,Fair,3,High School,Average,7,No,98.59
S1813,22,Female,5.45,1.22,0.0,No,79.37,6.23,Poor,5,High School,Average,5,No,98.88
S1689,22,Female,6.53,2.3,0.63,No,84.17,5.4,Fair,3,None,Good,8,No,100.0
S1687,26,Male,4.96,1.21,2.29,Yes,79.34,6.17,Poor,3,Master,Average,6,No,98.49
S1901,27,Male,6.67,5.03,0.0,No,99.98,6.74,Fair,5,High School,Good,4,Yes,98.48
S1216,18,Female,4.88,4.29,1.23,No,70.37,8.43,Fair,3,High School,Average,8,Yes,96.73
S1055,23,Male,5.49,2.47,1.48,No,98.85,6.74,Good,4,High School,Good,12,No,99.87
S1365,26,Female,6.69,2.87,2.65,Yes,97.25,6.92,Good,3,None,Poor,8,No,97.8
S1698,20,Female,6.93,1.86,2.5,No,72.26,3.2,Fair,5,High School,Poor,6,No,98.77
S1503,21,Female,6.11,2.76,1.71,Yes,93.97,5.84,Fair,5,High School,Average,9,No,100.0
